Id,NumOfAgents,CompletionTime,MinReward,AvgReward,MaxReward,SDReward,MinAgentStep,AvgAgentStep,MaxAgentStep,SDAgentStep,MinDistTravelled,AvgDistTravelled,MaxDistTravelled,SDDistTravelled
2,5,975.65108,0,0,0,0,0,0,0,0,653.1778,719.0959,758.807739,41.68000924976544
3,5,741.43809,0,0,0,0,0,0,0,0,516.6909,543.6233,564.2997,16.511192379108984
0,5,999.14122,0,0,0,0,0,0,0,0,709.7852,741.139954,764.121,21.079650853404907
3,5,858.27331,0,0,0,0,0,0,0,0,503.023346,590.9437,619.1098,44.41938788857221
4,5,791.24131,0,0,0,0,0,0,0,0,549.6215,572.319458,605.4194,18.74303188304199
2,5,819.67962,0,0,0,0,0,0,0,0,483.482452,548.8261,611.922058,41.124373872972818
0,5,751.07011,0,0,0,0,0,0,0,0,476.853424,555.7633,591.7344,40.642407500901868
3,5,802.91766,0,0,0,0,0,0,0,0,433.563721,478.269836,596.1242,60.986989540835161
2,5,881.12658,0,0,0,0,0,0,0,0,588.4515,610.548645,677.035,34.079065234903339
4,5,923.11841,0,0,0,0,0,0,0,0,650.111755,685.929932,714.722351,27.346086447594114
0,5,757.81333,0,0,0,0,0,0,0,0,528.1585,557.8492,580.4287,19.274049860960517
0,5,879.82388,0,0,0,0,0,0,0,0,468.345032,564.6682,689.4247,79.06154135507812
4,5,891.32491,0,0,0,0,0,0,0,0,446.5344,549.4534,660.880432,72.484234698864014
1,5,876.78652,0,0,0,0,0,0,0,0,523.53,621.1968,677.0145,56.7871118593486
3,5,904.76137,0,0,0,0,0,0,0,0,590.20166,641.564453,708.0311,45.758352885296446
1,5,812.04522,0,0,0,0,0,0,0,0,555.865662,605.92865,639.174255,27.737062729785237
1,5,818.76271,28519,30689,32197,1364.2403014132078,0,0,0,0,571.2464,604.31604,629.6531,24.246373065632085
0,5,824.50358,57601,63965.8,68514,3670.108467062058,0,0,0,0,530.7206,570.7301,618.5226,38.460388529191817
2,5,988.97123,8,12.6,15,2.7276363393971979,35,70,87,0,610.374451,677.6575,768.967651,51.950342799442616
3,5,1101.67865,18,25,30,4.1472882706655438,22,70,107,0,507.1548,607.165955,802.7982,108.63979668688958
1,5,1088.36608,16,29,45,9.316651759081692,11,70,119,0,599.2421,720.7351,775.562744,62.440776035868019
