Id,NumOfAgents,CompletionTime,MinReward,AvgReward,MaxReward,SDReward,MinAgentStep,AvgAgentStep,MaxAgentStep,SDAgentStep,MinDistTravelled,AvgDistTravelled,MaxDistTravelled,SDDistTravelled
4,7,730.5063,2,11.1428576,19,6.3567415603677242,3,50,126,0,431.580658,488.661743,533.5864,36.843400054212673
2,7,755.10834,20,30.4285717,41,6.9663916229923526,50,150,258,0,326.503571,413.791443,524.270264,72.039719880551473
2,7,818.34081,30,46.57143,58,8.87785596473692,159,250,371,0,398.757721,490.735,629.8432,73.328451817502014
1,7,654.62065,35,55.8571434,73,11.519282857496846,178,300,400,0,362.288635,416.3276,486.4073,47.4566227036326
3,7,727.84907,46,64.85714,83,11.306490821377261,277,351,483,0,353.45813,417.296143,549.070435,75.4255258446459
4,7,599.295,53,72.71429,96,12.85873006076072,303,401,529,0,418.7924,433.527679,462.135437,13.899075406136818
4,7,906.97791,70,82.42857,106,11.043513194336038,392,451,558,0,431.8184,545.544067,695.614136,77.529226225242681
1,7,665.19308,80,99.85714,117,12.449079959448625,419,552,650,0,316.856232,370.4683,510.598328,61.3250144967381
5,7,619.37846,98,118.85714,142,15.541911735953656,538,652,763,0,299.079468,345.796326,467.1456,54.676962813226289
6,7,558.49382,123,139.428574,160,13.772199148565921,582,753,832,0,329.618164,398.5711,422.7645,32.7718720412964
6,7,813.20776,128,149.142853,173,15.660948442622113,604,803,921,0,445.508972,498.197937,599.9375,53.502409483063552
3,7,683.64577,129,158,188,18.470052981593128,616,853,1005,0,465.440948,505.057465,534.0828,19.920435959992943
0,7,753.24679,143,169.428574,196,16.960939519606804,690,904,1029,0,394.799683,465.295929,583.5516,63.757964313777059
0,7,804.05175,157,179.571426,206,18.297986952957885,788,954,1077,0,474.158752,534.081238,599.0838,36.777793515137446
