Id,NumOfAgents,CompletionTime,MinReward,AvgReward,MaxReward,SDReward,MinAgentStep,AvgAgentStep,MaxAgentStep,SDAgentStep,MinDistTravelled,AvgDistTravelled,MaxDistTravelled,SDDistTravelled
5,6,813.02306,3,11,17,5.9160797830996161,22,58,99,0,458.780518,520.323547,664.877258,71.371240571914257
4,6,794.04472,12,21,35,7.2801098892805181,87,116,167,0,471.2588,543.918945,579.2511,35.417977384308372
2,6,957.17489,5,12.666667,20,4.6785562825394109,13,58,145,0,510.620819,606.8851,760.811157,78.2184952082603
0,6,768.61678,8,14.5,23,5.4390562906935731,19,58,119,0,363.4709,472.828125,577.723,74.612725254330144
5,6,827.28668,14,24.166666,35,7.8616509433805293,45,117,214,0,556.978,592.72345,617.089966,23.230480253623433
3,6,788.26421,5,9.833333,15,4.1799787346614963,9,58,115,0,418.186371,488.601471,601.334961,59.01985778459894
2,6,863.32404,14,22.166666,32,7.2896425762097063,34,117,240,0,497.5478,561.1535,654.408447,48.297984803880347
5,6,829.04113,24,34.8333321,45,7.4703116103384319,68,176,323,0,404.773315,517.386841,603.77356,67.023121390203528
1,6,574.85593,35,44.3333321,58,8.3599574693230654,164,235,357,0,296.579681,361.598083,431.480682,52.665753320574751
0,6,761.21776,46,57.6666679,70,7.7817450199526048,206,294,396,0,450.6264,531.948547,573.8573,42.176202087483929
5,6,838.53958,69,89.3333359,111,13.634107557478611,344,470,635,0,429.654327,516.0017,616.0428,70.633513058935847
4,6,772.78498,104,123.166664,143,11.795714852813939,376,646,821,0,493.864349,535.488953,589.925842,30.289129383196919
0,6,755.78254,134,156.833328,185,16.83663333990047,468,822,1023,0,509.019,536.154541,551.395142,14.067825022206005
0,6,788.71222,142,167.666672,199,20.861980304425753,528,881,1153,0,563.533142,587.9651,614.426147,18.7677452344657
4,6,2282.3788,156,180,207,19.252705437591537,629,940,1206,0,551.864441,673.8096,828.8348,88.769575913907275
3,6,784.72027,180,202.666672,235,22.417750903147741,665,1057,1454,0,536.5369,555.634338,584.554443,16.642102863965643
2,6,726.56443,222,250.5,290,27.37243138634199,900,1293,1768,0,390.4685,452.6567,510.0719,38.213808900503324
1,6,541.48347,236,271,319,29.507061301774304,938,1410,1953,0,294.5719,361.270874,416.453247,39.710450592640449
3,6,780.28325,264,294.333344,344,32.673468679582506,997,1527,1999,0,522.475952,557.9096,609.798462,32.996506969307951
4,6,769.38467,272,306,354,32.837986133947574,1138,1586,2028,0,549.0957,562.8819,578.551331,10.608687479725669
