Id,NumOfAgents,CompletionTime,MinReward,AvgReward,MaxReward,SDReward,MinAgentStep,AvgAgentStep,MaxAgentStep,SDAgentStep,MinDistTravelled,AvgDistTravelled,MaxDistTravelled,SDDistTravelled
Id,NumOfAgents,CompletionTime,MinReward,AvgReward,MaxReward,SDReward,MinAgentStep,AvgAgentStep,MaxAgentStep,SDAgentStep,MinDistTravelled,AvgDistTravelled,MaxDistTravelled,SDDistTravelled
0,2,118.429595,0,0,0,0,0,0,0,0,761.9337,784.2124,806.491,22.278656005880276
1,2,125.129888,0,0,0,0,0,0,0,0,754.595,788.5095,822.424,33.9145202636856
0,2,110.110929,0,0,0,0,0,0,0,0,700.592651,726.072144,751.5516,25.47946166994015
0,2,102.869379,0,0,0,0,0,0,0,0,681.104736,698.715942,716.327148,17.6112060546875
1,2,108.679368,0,0,0,0,0,0,0,0,705.490845,714.6093,723.7278,9.11846923828125
1,2,99.971348,0,0,0,0,0,0,0,0,653.401367,661.627136,669.8529,8.22576904296875
0,2,104.487727,0,0,0,0,0,0,0,0,691.495544,693.383057,695.2705,1.8874816896998354
1,2,126.724852,0,0,0,0,0,0,0,0,848.7984,863.626343,878.4543,14.82794189453125
1,2,100.534122,0,0,0,0,0,0,0,0,640.3709,650.026733,659.682556,9.65582275390625
0,2,110.428427,0,0,0,0,0,0,0,0,625.966,692.2619,758.5578,66.2958984375
1,2,118.734801,0,0,0,0,0,0,0,0,774.132568,774.4779,774.823242,0.3453369140625
1,2,120.923609,0,0,0,0,0,0,0,0,760.480164,778.7069,796.9337,18.226776123072423
0,2,127.777324,0,0,0,0,0,0,0,0,848.8809,856.420532,863.960144,7.53961181640625
0,2,120.687475,0,0,0,0,0,0,0,0,759.256348,806.5747,853.893066,47.318359375
0,2,114.142364,0,0,0,0,0,0,0,0,765.854065,766.640259,767.426453,0.78619384765625
1,2,119.898717,0,0,0,0,0,0,0,0,815.981567,838.3207,860.6597,22.339080810567719
0,2,101.140782,0,0,0,0,0,0,0,0,663.8489,668.6561,673.4634,4.8072509765625
1,2,104.673361,0,0,0,0,0,0,0,0,633.757263,658.494263,683.2313,24.7370300293157
1,2,115.438409,0,0,0,0,0,0,0,0,697.4299,709.1746,720.9194,11.7447509765625
1,2,106.947106,0,0,0,0,0,0,0,0,659.7674,677.3248,694.8822,17.557403564479646
1,2,144.261246,0,0,0,0,0,0,0,0,956.63,958.616455,960.602844,1.9864196779687975
1,2,111.024351,0,0,0,0,0,0,0,0,710.1474,716.072144,721.9968,5.9247131348442217
0,2,108.439518,0,0,0,0,0,0,0,0,697.6094,710.2814,722.9533,12.671966552771122
