Id,NumOfAgents,CompletionTime,MinReward,AvgReward,MaxReward,SDReward,MinAgentStep,AvgAgentStep,MaxAgentStep,SDAgentStep,MinDistTravelled,AvgDistTravelled,MaxDistTravelled,SDDistTravelled
3,4,499.13926,16,29.25,49,13.083864108129525,45,88,161,0,667.043762,690.408447,738.5079,28.256946387008352
1,4,497.62949,11,20.5,33,7.952986860293433,133,176,253,0,631.024536,701.2107,749.5631,46.957522229768728
3,4,561.57674,15,20.25,28,5.5396299515400846,225,264,306,0,703.4454,742.272339,830.2492,51.161577009910687
1,4,541.69045,13,19,24,4.3011626335213133,275,352,455,0,587.1884,710.3997,763.2258,72.226026330252878
3,4,616.61218,11,21.75,30,6.8328251843582244,371,527,767,0,845.7104,904.725342,931.346069,34.389994141063667
1,4,455.63722,9,16,25,5.7445626465380286,480,702,916,0,528.731262,587.136658,668.0421,50.5958821957929
0,4,572.32993,12,18.75,31,7.5622417311270871,525,790,1073,0,815.420349,838.2833,861.1232,16.528852659383485
2,4,577.57917,15,20.5,25,4.55521678957215,748,1054,1440,0,722.1702,785.3434,839.9336,45.916517661653927
2,4,377.061,11,17.5,24,5.5901699437494745,1323,1583,2056,0,513.2443,550.9757,575.7646,23.766959973349273
3,4,640.31588,16,21.75,26,4.02336923485777,1513,1846,2383,0,838.7894,879.1963,935.3601,36.685452249053384
0,4,568.41991,14,19.75,30,6.098155458825234,1606,1934,2432,0,658.535461,707.711853,794.681946,52.119836643157484
3,4,428.87427,11,21,37,9.6695398029068578,1696,2022,2494,0,575.4649,592.0001,607.584656,14.065671671585687
3,4,669.77867,18,21.75,28,3.7666297933298409,1866,2198,2677,0,931.5145,963.367065,976.845154,18.575042337365584
0,4,550.37678,10,20.5,31,8.0777472107017552,2002,2463,3083,0,744.61,769.815063,811.3317,25.691042166372267
0,4,566.80324,9,17.25,25,5.6734028589551082,2073,2638,3294,0,654.6075,794.345154,854.742737,81.866672153792308
0,4,492.27315,15,21.75,32,6.4177488264967177,2157,2726,3415,0,614.253967,652.4699,744.9602,53.654979292008079
2,4,496.11231,12,19.75,24,4.7103609203541934,680,791,890,0,647.752747,669.2399,715.3717,26.9302982107039
0,4,559.26249,16,18.5,21,2.5,174,264,324,0,780.7047,823.483032,851.6334,26.653136513705633
1,4,590.64144,11,17.75,22,4.14578098794425,422,528,576,0,747.615356,848.7729,905.6816,62.990425724126453
2,4,586.58775,11,19,26,5.873670062235365,678,879,1082,0,726.750061,810.3439,893.6714,59.088855919887393
2,4,563.40823,12,22.75,33,8.2272413359521668,1108,1496,1884,0,688.885559,762.0559,856.1624,71.477404784924587
1,4,565.28409,13,21,25,4.7434164902525691,57,87,104,0,704.6285,760.814,818.594238,46.619776532996511
1,4,447.36834,14,21.75,40,10.638961415476606,128,175,234,0,608.5442,649.3146,693.3683,31.140015957088632
0,4,529.69452,4,18.5,38,12.298373876248844,224,351,484,0,483.334,547.682251,574.678,37.725063577498631
3,4,633.40709,11,20.75,30,6.7592529172978875,545,615,672,0,927.873962,954.637451,990.0468,25.843287606921603
