Id,NumOfAgents,CompletionTime,MinReward,AvgReward,MaxReward,SDReward,MinAgentStep,AvgAgentStep,MaxAgentStep,SDAgentStep,MinDistTravelled,AvgDistTravelled,MaxDistTravelled,SDDistTravelled
4,8,374.18433,2,7.5,18,4.8218253804964775,1528,2146,2785,0,261.5361,346.1543,496.71994,75.367258232572325
3,8,395.95276,0,4.875,12,4.6485884954467629,6,44,106,0,483.342957,518.878,571.4715,29.319235876707339,31
3,8,407.21614,0,4.5,12,3.9370039370059056,39,131,245,0,345.471039,503.230316,583.345947,72.83855977995826,63
7,8,380.88403,0,5.5,10,3.4641016151377544,0,44,125,0,356.835724,409.831451,528.3859,62.355779633654841,28
1,8,340.97979,4,7.875,14,3.2185982973959333,9,43,101,0,395.44873,439.4888,499.5156,34.452098634372994,0
4,8,323.64751,4,7.375,15,3.276335605520289,35,87,134,0,342.113983,424.556854,488.105347,49.694461244808579,0
2,8,386.54815,2,6.75,12,2.8613807855648994,65,131,194,0,335.834442,471.490875,581.444641,78.0579286767007,0
7,8,400.7895,2,6.125,11,2.7128168017763383,8,43,86,0,327.761719,444.3034,658.812134,91.992765597165317,0
6,8,374.94861,2,5.375,8,2.0577597041442912,40,87,163,0,374.388763,459.589569,574.0476,52.718778169738961,0
0,8,327.91808,2,6.125,10,2.315032397181517,92,131,236,0,380.724762,431.413177,491.418335,34.873628321143833,0
5,8,406.7159,1,5,7,2.0615528128088303,126,175,305,0,304.056519,396.212524,624.9454,100.611727253062,0
7,8,294.316225,2,6.125,9,2.0271593425283569,151,219,379,0,314.459656,370.387238,430.991852,35.56363607772704,0
4,8,361.017055,1,5,9,2.5,195,263,390,0,349.417236,427.5416,561.2168,57.540345481368504,0
7,8,377.551355,0,5.75,12,3.7666297933298409,7,44,116,0,415.564636,499.333374,610.5503,54.287386176019432,0
7,8,394.846895,2,5.25,8,2.3318447632722039,24,88,151,0,270.5008,400.4234,614.000061,99.5527650912113,0
1,8,380.64764,1,5,16,4.47213595499958,19,43,95,0,370.0558,472.626434,582.2885,72.616655336730275,0
1,8,343.685495,2,4.625,9,2.1758618981911515,54,87,192,0,430.6381,469.463257,516.2227,34.2045587266363,0
0,8,456.21911,3,8.25,13,2.9895651857753496,19,44,71,0,485.860779,540.814453,653.8707,49.311292720325859,0
7,8,328.58744,7,8.5,14,2.23606797749979,43,88,137,0,403.1184,448.540924,499.608246,35.768936483326087,0
3,8,366.84228,4,6.625,9,1.3169567191065923,79,132,162,0,316.985077,398.059479,580.1154,85.922703464192722,0
7,8,314.91489,3,6.5,9,2.23606797749979,113,175,240,0,312.74295,404.496948,479.647369,54.620938180645346,0
0,8,307.56427,5,9,16,3.3911649915626341,148,219,341,0,332.764557,400.7273,444.513977,39.224388198167404,0
5,8,364.528,2,8.125,14,3.8547859862773186,190,263,401,0,411.613159,481.874146,534.694641,50.80234143766004,0
1,8,390.7516,6,9.25,19,4.0543186850567139,231,307,503,0,411.163,493.367126,594.9071,61.61394891801109,0
1,8,380.37411,1,10.25,18,5.2380817099392409,6,44,79,0,412.809174,492.845856,566.1093,44.840208282025571,0
