Id,NumOfAgents,CompletionTime,MinReward,AvgReward,MaxReward,SDReward,MinAgentStep,AvgAgentStep,MaxAgentStep,SDAgentStep,MinDistTravelled,AvgDistTravelled,MaxDistTravelled,SDDistTravelled
3,10,931.71955,0,6.9,17,5.8043087443725812,0,35,116,0,238.883377,309.385925,354.391571,41.5093756767594
5,10,1306.78534,2,12.7,19,5.1390660630118425,14,70,179,0,292.6117,349.826172,502.666016,66.715014391955236
4,10,848.02849,0,5.6,13,3.6932370625238788,2,35,122,0,183.834412,276.013184,331.848969,40.8635197225368
8,10,1835.50463,3,6.8,12,3.1874754901018512,1,35,109,0,324.7071,357.785828,385.1766,22.7247665218777
8,10,847.20295,7,12.5,19,3.5566838487557479,12,70,158,0,263.0856,345.6015,445.69397,57.941203361664066
1,10,1787.12468,0,10.1,28,8.1295756346810713,5,35,105,0,354.426422,502.04895,590.3917,97.768037428013642
4,10,1153.95157,19,31,45,9.06642156531451,22,105,234,0,270.829529,304.141479,356.4933,23.524376267375448
4,10,1557.13574,29,39.9,56,9.2244241012652015,29,141,289,0,457.960876,510.976349,540.318542,24.087878241961505
8,10,3621.47396,29,47,69,12.633289357883005,42,176,365,0,461.835083,546.1952,650.213562,60.353383581426996
9,10,1090.52527,1,5,13,3.5496478698597698,4,35,120,0,259.9865,343.8132,453.067,45.879661873293607
8,10,901.49184,5,10.9,21,4.2296571965113374,9,70,195,0,237.031845,332.309052,448.202454,48.110384834835415
8,10,879.87893,8,16.2,22,4.6432747064976221,23,105,195,0,295.867,349.2516,405.9036,38.7974116344605
8,10,837.57601,8,22.6,34,8.4047605557802854,24,141,303,0,281.641754,315.1275,369.448883,30.118181429745071
8,10,846.43712,14,27.5,40,8.5469292731366391,70,176,372,0,281.3091,310.038971,349.74173,17.94479991731054
8,10,846.16332,17,32.2,49,10.244998779892587,118,211,430,0,276.631866,336.592133,555.6182,79.792462547667782
8,10,784.45988,21,38.8,54,11.452510641776351,148,246,440,0,293.700958,319.468048,357.1952,22.111032800559283
8,10,867.29927,30,43.8,60,9.7549987186057887,182,281,444,0,211.587875,312.8819,436.12558,68.862393581508243
8,10,922.05727,33,49,72,13.0843417870369,185,317,565,0,217.980133,306.8835,377.4304,40.954715460144328
8,10,970.20297,38,55,81,14.696938456699069,233,352,586,0,246.245636,327.8828,376.102783,37.295305654690473
8,10,962.66805,46,60.5,87,14.705441169852742,248,387,631,0,295.654663,334.917053,407.408783,32.224794969691004
2,10,819.40201,48,65.6,94,16.292329483533113,251,422,682,0,252.568283,305.383423,389.6749,39.44188993890743
8,10,765.05358,54,70.4,99,16.169106345126263,268,457,747,0,282.9211,299.0976,394.895172,32.045693817230841
8,10,713.34274,56,75.7,112,18.011385288200607,334,492,781,0,287.932861,335.849335,389.3377,32.412219936832237
2,10,682.75971,58,81,123,19.839354828219591,353,528,853,0,235.556961,286.730164,347.00528,29.183622287792026
8,10,760.88156,58,86.1,129,20.230916934237122,357,563,900,0,226.301132,300.4453,413.218628,45.083345176897751
8,10,693.41399,65,91.3,136,20.293102276389615,404,598,953,0,256.543854,287.9814,356.033752,33.722543022506862
8,10,714.73055,67,96.7,147,22.913096691630518,433,633,1039,0,288.5542,352.1076,408.604065,35.13760828397325
8,10,704.49214,79,101.8,153,22.37319825147959,528,669,1044,0,266.5313,331.045135,518.2942,66.197537536258622
8,10,780.37768,79,107.6,162,26.00076921939046,546,704,1109,0,285.463654,332.2964,428.464142,40.814179113097317
8,10,1173.11492,89,113.7,173,26.328881480230212,554,739,1160,0,398.156433,473.045166,554.3299,50.348795884357543
6,10,842.39466,93,121,180,29.202739597510366,567,774,1237,0,232.623032,281.164948,319.71286,32.105648842128339
