Id,NumOfAgents,CompletionTime,MinReward,AvgReward,MaxReward,SDReward,MinAgentStep,AvgAgentStep,MaxAgentStep,SDAgentStep,MinDistTravelled,AvgDistTravelled,MaxDistTravelled,SDDistTravelled
1,4,106.094805,0,0,0,0,0,0,0,0,523.5503,630.823242,683.99646,63.601599558307662
1,4,70.34215,0,0,0,0,0,0,0,0,357.6375,422.658325,486.951874,46.214859415391246
2,4,97.798834,0,0,0,0,0,0,0,0,633.0139,649.3342,682.686,20.250268276958373
0,4,79.814027,0,0,0,0,0,0,0,0,477.733124,519.248,563.3832,32.9082493650616
3,4,124.24216,0,0,0,0,0,0,0,0,630.462646,786.5048,889.6957,96.201562227690161
0,4,58.965142,0,0,0,0,0,0,0,0,322.79425,353.124573,370.419739,18.640605652437177
2,4,68.511658,0,0,0,0,0,0,0,0,333.412,374.241821,450.56488,45.094235366787821
3,4,60.264688,0,0,0,0,0,0,0,0,356.94754,367.873444,391.183533,13.855516688141531
0,4,83.435962,0,0,0,0,0,0,0,0,440.383636,499.357452,535.909058,35.720231158085483
1,4,86.381786,0,0,0,0,0,0,0,0,397.982025,487.146027,593.1697,70.977124632705255
0,4,67.037872,0,0,0,0,0,0,0,0,308.69873,355.098053,394.404724,32.17842167394528
1,4,82.286527,0,0,0,0,0,0,0,0,368.840149,438.185425,597.280457,92.533887578203647
0,4,130.011495,0,0,0,0,0,0,0,0,356.547729,510.858521,753.70636,147.23232660288062
2,4,76.567917,0,0,0,0,0,0,0,0,437.645142,461.000122,493.118958,20.437101251272534
0,4,69.402456,0,0,0,0,0,0,0,0,249.762054,340.6587,408.09967,57.801121115275443
2,4,88.698741,0,0,0,0,0,0,0,0,582.539246,628.7722,713.3396,50.42177656578837
1,4,66.054999,0,0,0,0,0,0,0,0,370.159454,397.756836,439.480347,25.683099030191983
3,4,57.995425,0,0,0,0,0,0,0,0,337.167419,355.6901,378.218842,16.722340307743622
2,4,92.125655,0,0,0,0,0,0,0,0,419.385529,494.191284,606.5351,72.601599503303518
0,4,85.352235,0,0,0,0,0,0,0,0,457.8688,563.1913,607.407166,61.172112231059863
0,4,95.189792,0,0,0,0,0,0,0,0,593.930542,648.5399,758.006836,64.180905354846189
2,4,63.560813,0,0,0,0,0,0,0,0,266.6982,352.5266,394.054077,50.673222194131235
3,4,93.131972,0,0,0,0,0,0,0,0,486.8322,625.010254,743.7175,91.848396026689031
2,4,70.468732,0,0,0,0,0,0,0,0,344.997345,431.9824,564.8,81.20266848676394
2,4,93.109066,0,0,0,0,0,0,0,0,561.983337,604.9452,638.2042,27.738408700100631
3,4,78.929656,0,0,0,0,0,0,0,0,381.863464,465.723,517.3092,51.119535159328791
3,4,60.214588,0,0,0,0,0,0,0,0,309.6444,330.427155,364.4325,21.725304227334355
