Id,NumOfAgents,CompletionTime,MinReward,AvgReward,MaxReward,SDReward,MinAgentStep,AvgAgentStep,MaxAgentStep,SDAgentStep,MinDistTravelled,AvgDistTravelled,MaxDistTravelled,SDDistTravelled
0,5,5.40438,0,0,0,0,0,0,0,0,0,0,0,0
3,5,1484.03245,5,10.2,16,3.9698866482558461,19,70,108,0,551.8279,566.4776,589.1614,14.609638921347821
0,5,2213.44635,14,20.2,32,6.5848310532617758,64,141,229,0,397.801,445.151733,552.442261,56.115493846847549
0,5,2237.37157,24,30,39,5.6213877290220786,122,211,333,0,539.8929,571.0724,633.648865,32.440503212178179
0,5,1484.4857,30,40.8,54,8.6116200566444281,181,282,425,0,529.459839,556.8252,591.329,21.340585209333472
0,5,2272.7804,38,50.2,65,9.152048950918072,220,353,466,0,419.4141,562.470459,649.4477,79.55378756571011
0,5,2168.83791,47,61,81,12.884098726725126,259,423,592,0,548.124146,636.757446,719.6332,70.656065499800022
4,5,1685.45014,56,71.8,95,12.9522198869541,347,494,659,0,634.817139,646.082336,664.506836,11.037606522477033
4,5,1610.44967,75,82.8,103,10.225458424931828,485,564,691,0,594.592041,621.786438,636.8224,14.878800305194384
0,5,1947.36786,85,93.2,114,10.571660229122449,514,635,804,0,479.051544,582.0824,664.970642,60.085388214316268
1,5,1656.31304,94,103.6,122,9.6457244414301151,607,706,861,0,511.947418,545.188,636.2939,46.082712680549662
0,5,1437.08649,102,114.8,127,8.6579443287658826,702,776,889,0,511.877228,550.284668,574.4038,21.404965879134796
3,5,1929.69528,108,124.8,137,10.684568311354901,740,847,990,0,504.2419,572.7604,769.158569,99.091706250271386
0,5,1148.07796,111,134.8,147,13.212115651931349,758,917,1097,0,368.771545,424.493927,456.643951,29.7692033421436
1,5,1379.52285,121,145.8,164,16.141871019185146,805,988,1234,0,500.4473,526.4126,546.3359,16.11242794996279
3,5,1566.09021,129,155.8,177,16.61806246227307,853,1059,1327,0,426.345154,482.621521,619.718,74.211407280682536
4,5,1753.88745,136,166.6,183,18.575252353603094,888,1129,1342,0,565.1143,642.1718,685.3638,43.347711604833172
2,5,1485.99993,157,177.2,193,15.131424255502496,1045,1200,1402,0,369.190338,439.141541,585.321838,87.707051217870685
4,5,1319.50724,162,187.2,206,16.216041440499875,1069,1271,1423,0,350.453064,447.596863,518.190369,56.872031883645192
3,5,1687.76807,175,198.8,216,17.371240600487038,1172,1342,1514,0,539.375854,585.5958,669.6095,44.740391089115427
2,next max,1503.95808,179,210.4,228,18.227451824104136,1221,1412,1634,0,346.103363,414.062836,591.6132,89.790260262404331
0,5,1972.86526,197,220,234,14.142135623730951,1349,1483,1672,0,384.373444,516.5957,645.503357,96.922723857195834
0,5,1193.47672,198,229.6,247,18.336848147924364,1353,1549,1780,0,467.556641,509.697723,655.841736,73.159940707263573
0,5,1176.65164,209,239.6,256,18.028865743580134,1479,1620,1812,0,479.309662,506.590454,563.8043,29.900801890485983
0,5,1145.66875,225,249.6,265,15.200000000001225,1575,1691,1893,0,523.476746,544.7858,570.2912,19.620574870872577
0,5,1181.78999,236,259.6,273,14.051334456201563,1653,1761,1969,0,463.30896,502.561218,524.5657,23.30415740399717
0,5,1266.41373,252,269,287,13.130118049735882,1682,1832,2099,0,322.371429,412.739441,486.2033,68.966297592226
0,5,1151.75832,261,278.8,298,14.770240350114449,1783,1903,2175,0,452.350769,456.702942,460.696442,2.79788123452928
0,5,1130.96957,266,288.6,307,16.057397049336398,1849,1974,2256,0,480.7521,530.3337,555.791565,27.590993280377955
0,5,1285.12915,280,300.2,317,14.688771221587904,1863,2044,2286,0,504.393646,552.143433,623.433044,54.873593694807212
0,5,1199.71601,293,310.6,328,15.014659503300008,1912,2115,2324,0,482.063843,526.0576,543.1854,22.781649620406405
0,5,1239.91102,298,321.2,347,18.540765895726881,1968,2186,2462,0,496.019562,550.5064,594.3213,44.7103345536824
0,5,1172.98812,305,331.2,352,17.197674261368864,2075,2256,2499,0,496.3456,536.903564,564.997864,22.454728164282493
0,5,1162.40179,311,342.4,371,21.256528408939154,2146,2325,2614,0,446.785645,483.7275,570.229,44.745673980096804
0,5,1272.21786,320,352.4,381,22.150395030338338,2202,2395,2697,0,518.2152,582.334534,636.6704,46.456285706951824
0,5,1369.99664,330,362.4,395,25.112546664964853,2236,2466,2800,0,402.296631,486.8029,583.89386,76.803466105762979
