,aa_filename,agents_num,complete_time_avg,complete_time_avg_std,dist_travelled_avg,totaldist,dist_travelled_avg_std,max_dist_travelled_avg,max_dist_travelled_std,min_dist_travelled_avg,min_dist_travelled_std,cell_discovered_avg,max_cell_discovered_avg,max_cell_discovered_std,min_cell_discovered_avg,min_cell_discovered_std,obj_collected_avg,max_obj_collected_avg,max_obj_collected_std,min_obj_collected_avg,min_obj_collected_std
0,AuctionFrontierC_7agent_35obj_FAST_15cap.csv,7.0,384.18041911764703,87.68866296097316,407.9865397058825,2855.9057779411773,66.4172403754886,507.28817735294103,97.72838993818088,342.1782309705881,64.34313275049662,51.0,109.67647058823529,19.070396840407486,11.617647058823529,6.252343589127698,5.0,8.941176470588236,1.5362523559779402,2.088235294117647,0.7534827041035806
1,AuctionFrontierC_7agent_35obj_FAST_7cap.csv,7.0,392.2243617647059,72.45801197300673,428.2605924411766,2997.8241470882363,68.47631352206632,529.3136992058825,91.35589552469757,353.59625394117637,59.83926067618694,51.0,103.44117647058823,20.494184210472074,13.205882352941176,8.419959734175318,5.0,7.882352941176471,0.913358964991575,2.1470588235294117,0.9254762227411247
2,AuctionFrontierC_7agent_50obj_FAST_7cap.csv,7.0,456.13704779411773,62.85205029646321,523.7633464117646,3666.3434248823523,70.74521631654214,619.6131464705884,81.573446323432,445.6116050882353,78.88544418753986,51.0,101.0,21.30585351351581,18.235294117647058,8.257444110873944,7.1428569999999985,10.764705882352942,2.0008910670970046,3.7941176470588234,1.066839335400571
3,AuctionFrontierC_7agent_10obj_FAST_7cap.csv,7.0,310.5098094594594,86.06343072626389,359.3436569189189,2515.4055984324323,58.02068956057584,405.76445151351356,72.90770643943884,322.17482624324333,48.68378723927338,51.0,124.48648648648648,23.66974348734597,11.135135135135135,6.900733303071503,1.4285714600000003,3.108108108108108,0.7740149217548064,0.2702702702702703,0.45022516889074826
4,AuctionFrontierC_7agent_50obj_FAST_15cap.csv,7.0,431.6095966666666,66.21517323837594,450.0790148666667,3150.553104066667,60.8022565954214,565.9329427333334,79.12824288144233,374.04260486666675,49.72873233628489,51.0,105.4,20.085335189017197,13.733333333333333,6.7258294365227105,7.1428569999999985,12.133333333333333,1.8143742786394728,2.966666666666667,1.3514572807192964
5,AuctionFrontierC_7agent_35obj_fast_7capv2.csv,7.0,404.36417848837215,104.46876315406304,416.65402558139544,2916.5781790697683,112.8425426446921,528.3796319999999,150.2901946294925,347.582305,99.68666188849204,48.627906976744185,97.11627906976744,29.055947102366225,13.744186046511627,8.309756237487797,4.767441860465116,8.325581395348838,2.367648323231887,1.9069767441860466,0.9210230721574191
6,AuctionFrontierC_7agent_35obj_fast_15capv2.csv,7.0,404.2428899999999,66.86279242518476,423.6655956000002,2965.659169200001,56.078855996309755,522.3723633333333,87.4232141534192,359.1799922,56.169290057573576,51.0,105.86666666666666,22.36181063135639,15.166666666666666,6.119969198329821,5.0,8.7,1.2905492014562292,2.1,0.6617635789938568
7,AuctionFrontierC_7agent_35obj_FAST_30cap.csv,7.0,364.57323863636356,82.07560258705821,406.81874560606065,2847.7312192424247,71.74425360535784,509.33046190909084,110.91880056218803,338.7919553030303,58.91988626013321,51.0,112.12121212121212,18.827768016545363,10.878787878787879,5.688571743842956,5.0,8.909090909090908,1.4222261679238195,1.7272727272727273,0.8393720596645176
8,AuctionFrontierC_7agent_10obj_FAST_15cap.csv,7.0,286.5143969696969,62.82729213205231,348.71811539393946,2441.026807757576,78.59084688976482,389.2541157272726,86.59413472481461,324.89486548484854,77.55387235758226,51.0,122.24242424242425,22.513926666385718,10.818181818181818,5.913197873478367,1.4285714600000003,3.1818181818181817,0.9828067413836205,0.2727272727272727,0.45226701686664555
9,AuctionFrontierC_7agent_50obj_FAST_30cap.csv,7.0,435.73248939393943,66.09559072375221,447.689,3133.8230000000003,70.08090465206695,574.839075787879,85.93907900348621,369.94886412121207,70.47953656006364,51.0,104.15151515151516,14.15565525708986,12.030303030303031,6.578776712300171,7.1428569999999985,12.0,1.8200274723201295,2.9393939393939394,1.3905797788016772
